,OG,conservation_score
0,OG6423_aa_aligned.fasta,0.5303789999999999
1,OG13627_aa_aligned.fasta,0.71848
2,OG11512_aa_aligned.fasta,0.5490889999999999
3,OG7721_aa_aligned.fasta,0.5805015
4,OG2820_aa_aligned.fasta,0.4493555
5,OG1672_aa_aligned.fasta,0.549447
6,OG10796_aa_aligned.fasta,0.703864
7,OG2987_aa_aligned.fasta,0.4315995
8,OG11602_aa_aligned.fasta,0.563181
9,OG5864_aa_aligned.fasta,0.461368
10,OG8118_aa_aligned.fasta,0.6105320000000001
11,OG4121_aa_aligned.fasta,0.499112
12,OG5797_aa_aligned.fasta,0.482223
13,OG3016_aa_aligned.fasta,0.650195
14,OG3867_aa_aligned.fasta,0.508263
15,OG1908_aa_aligned.fasta,0.680596
16,OG9680_aa_aligned.fasta,0.580167
17,OG9674_aa_aligned.fasta,0.593176
18,OG18533_aa_aligned.fasta,0.631038
19,OG7434_aa_aligned.fasta,0.429492
20,OG6880_aa_aligned.fasta,0.5418925
21,OG11339_aa_aligned.fasta,0.607385
22,OG12977_aa_aligned.fasta,0.6152875
23,OG2239_aa_aligned.fasta,0.35636650000000003
24,OG13162_aa_aligned.fasta,0.679487
25,OG4447_aa_aligned.fasta,0.7475955
26,OG4917_aa_aligned.fasta,0.433986
27,OG2689_aa_aligned.fasta,0.401562
28,OG1826_aa_aligned.fasta,0.263676
29,OG9842_aa_aligned.fasta,0.618573
30,OG16859_aa_aligned.fasta,0.630625
31,OG2032_aa_aligned.fasta,0.71139
32,OG7002_aa_aligned.fasta,0.5122415
33,OG4518_aa_aligned.fasta,0.491905
34,OG3255_aa_aligned.fasta,0.391478
35,OG3840_aa_aligned.fasta,0.701558
36,OG3120_aa_aligned.fasta,0.655278
37,OG2977_aa_aligned.fasta,0.617279
38,OG9098_aa_aligned.fasta,0.544692
39,OG18016_aa_aligned.fasta,0.700776
40,OG16659_aa_aligned.fasta,0.605426
41,OG17828_aa_aligned.fasta,0.697008
42,OG8199_aa_aligned.fasta,0.6059095
43,OG15020_aa_aligned.fasta,0.621402
44,OG12321_aa_aligned.fasta,0.588886
45,OG8477_aa_aligned.fasta,0.41762900000000003
46,OG14690_aa_aligned.fasta,0.673876
47,OG15926_aa_aligned.fasta,0.574963
