"X1"	"ID"	"species_gene_ID"	"species_num"	"protein_num"	"average_duplicate"	"with_sce"	"max_seq_nums_from_single_tax"	"seq_species_ratio"
132	"OG1132"	NA	343	512	1.49271137026239	"with_sce"	4	1.49271137026239
137	"OG1137"	NA	340	507	1.49117647058824	"with_sce"	4	1.49117647058824
138	"OG1138"	NA	338	506	1.49704142011834	"with_sce"	4	1.49704142011834
145	"OG1145"	NA	341	496	1.45454545454545	"with_sce"	5	1.45454545454545
154	"OG1154"	NA	337	492	1.45994065281899	"with_sce"	4	1.45994065281899
168	"OG1168"	NA	334	466	1.39520958083832	"with_sce"	4	1.39520958083832
171	"OG1171"	NA	342	461	1.34795321637427	"with_sce"	4	1.34795321637427
174	"OG1174"	NA	342	458	1.33918128654971	"with_sce"	4	1.33918128654971
190	"OG1190"	NA	325	439	1.35076923076923	"with_sce"	4	1.35076923076923
193	"OG1193"	NA	343	438	1.27696793002915	"with_sce"	5	1.27696793002915
196	"OG1196"	NA	316	434	1.37341772151899	"with_sce"	5	1.37341772151899
206	"OG1206"	NA	304	424	1.39473684210526	"with_sce"	5	1.39473684210526
207	"OG1207"	NA	307	424	1.38110749185668	"with_sce"	4	1.38110749185668
216	"OG1216"	NA	303	417	1.37623762376238	"with_sce"	4	1.37623762376238
219	"OG1219"	NA	297	414	1.39393939393939	"with_sce"	4	1.39393939393939
220	"OG1220"	NA	303	413	1.36303630363036	"with_sce"	4	1.36303630363036
224	"OG1224"	NA	276	410	1.48550724637681	"with_sce"	4	1.48550724637681
233	"OG1233"	NA	328	404	1.23170731707317	"with_sce"	4	1.23170731707317
238	"OG1238"	NA	343	402	1.17201166180758	"with_sce"	4	1.17201166180758
245	"OG1245"	NA	338	399	1.18047337278107	"with_sce"	4	1.18047337278107
249	"OG1249"	NA	295	397	1.34576271186441	"without_sce"	4	1.34576271186441
260	"OG1260"	NA	280	392	1.4	"without_sce"	5	1.4
263	"OG1263"	NA	328	392	1.19512195121951	"with_sce"	4	1.19512195121951
266	"OG1266"	NA	341	391	1.1466275659824	"with_sce"	4	1.1466275659824
272	"OG1272"	NA	341	389	1.14076246334311	"with_sce"	4	1.14076246334311
280	"OG1280"	NA	340	386	1.13529411764706	"with_sce"	4	1.13529411764706
292	"OG1292"	NA	340	383	1.12647058823529	"with_sce"	4	1.12647058823529
298	"OG1298"	NA	328	382	1.16463414634146	"with_sce"	4	1.16463414634146
304	"OG1304"	NA	320	382	1.19375	"with_sce"	4	1.19375
308	"OG1308"	NA	315	381	1.20952380952381	"without_sce"	5	1.20952380952381
310	"OG1310"	NA	318	380	1.19496855345912	"with_sce"	5	1.19496855345912
316	"OG1316"	NA	325	379	1.16615384615385	"with_sce"	4	1.16615384615385
317	"OG1317"	NA	333	379	1.13813813813814	"with_sce"	4	1.13813813813814
324	"OG1324"	NA	334	377	1.12874251497006	"with_sce"	4	1.12874251497006
331	"OG1331"	NA	343	376	1.09620991253644	"with_sce"	4	1.09620991253644
334	"OG1334"	NA	342	375	1.09649122807018	"with_sce"	5	1.09649122807018
340	"OG1340"	NA	305	375	1.22950819672131	"with_sce"	4	1.22950819672131
351	"OG1351"	NA	343	374	1.09037900874636	"with_sce"	5	1.09037900874636
358	"OG1358"	NA	343	373	1.08746355685131	"with_sce"	5	1.08746355685131
360	"OG1360"	NA	339	372	1.09734513274336	"with_sce"	5	1.09734513274336
367	"OG1367"	NA	343	372	1.08454810495627	"with_sce"	4	1.08454810495627
369	"OG1369"	NA	332	371	1.11746987951807	"with_sce"	5	1.11746987951807
374	"OG1374"	NA	338	371	1.09763313609467	"with_sce"	5	1.09763313609467
381	"OG1381"	NA	328	369	1.125	"with_sce"	4	1.125
411	"OG1411"	NA	310	367	1.18387096774194	"with_sce"	4	1.18387096774194
426	"OG1426"	NA	323	366	1.13312693498452	"with_sce"	4	1.13312693498452
427	"OG1427"	NA	341	365	1.07038123167155	"with_sce"	4	1.07038123167155
429	"OG1429"	NA	341	365	1.07038123167155	"with_sce"	5	1.07038123167155
434	"OG1434"	NA	341	364	1.06744868035191	"with_sce"	4	1.06744868035191
440	"OG1440"	NA	331	364	1.09969788519637	"with_sce"	4	1.09969788519637
460	"OG1460"	NA	341	362	1.06158357771261	"with_sce"	4	1.06158357771261
463	"OG1463"	NA	343	362	1.05539358600583	"with_sce"	4	1.05539358600583
472	"OG1472"	NA	343	361	1.05247813411079	"with_sce"	4	1.05247813411079
475	"OG1475"	NA	263	361	1.37262357414449	"with_sce"	5	1.37262357414449
477	"OG1477"	NA	343	361	1.05247813411079	"with_sce"	4	1.05247813411079
479	"OG1479"	NA	343	360	1.04956268221574	"with_sce"	4	1.04956268221574
489	"OG1489"	NA	341	359	1.05278592375367	"with_sce"	5	1.05278592375367
490	"OG1490"	NA	321	359	1.1183800623053	"with_sce"	4	1.1183800623053
492	"OG1492"	NA	313	359	1.14696485623003	"with_sce"	4	1.14696485623003
499	"OG1499"	NA	342	358	1.04678362573099	"with_sce"	4	1.04678362573099
504	"OG1504"	NA	341	358	1.04985337243402	"with_sce"	4	1.04985337243402
511	"OG1511"	NA	343	358	1.04373177842566	"with_sce"	4	1.04373177842566
518	"OG1518"	NA	341	358	1.04985337243402	"with_sce"	4	1.04985337243402
